id,name,party,last_check,x_handle,x_last_post,bluesky_handle,bluesky_last_post,mastodon_handle,mastodon_last_post
Q26236702,Länsstyrelsen i Västra Götalands län,,2026-02-07T04:32:45.986604+00:00,LansstyrelsenVG,2021-12-15T10:27:02+00:00,,,,
Q28804182,Länsstyrelsen i Örebro län,,2026-02-07T04:32:45.986604+00:00,LstOrebro,2020-09-01T11:39:47+00:00,,,,
Q10571982,Länsstyrelsen i Östergötlands län,,2026-02-07T04:32:45.986604+00:00,LSTOstergotland,2023-01-10T13:42:37+00:00,,,,
Q503361,Malmö kommun,,2026-02-07T04:32:45.986604+00:00,malmostad,2023-05-24T07:38:29+00:00,,,,
Q6744411,Malmö tingsrätt,,,,,,,,
Q977781,Malmö universitet,,2026-02-07T04:32:45.986604+00:00,malmouni,2024-09-27T07:13:36+00:00,,,,
Q504266,Malung-Sälens kommun,,2026-02-07T04:32:45.986604+00:00,malung_salen,2019-05-15T11:54:44+00:00,,,,
Q501540,Malå kommun,,,,,,,,
Q427422,Mariestads kommun,,,,,,,,
Q240574,Markaryds kommun,,,,,,,,
Q500153,Marks kommun,,,,,,,,
Q10591752,Mediemyndigheten,,,,,,,,
Q10579266,Medlingsinstitutet,,,,,,,,
Q501438,Melleruds kommun,,,,,,,,
Q97143441,Migrationsdomstolen i Göteborg,,,,,,,,
Q97143442,Migrationsdomstolen i Luleå,,,,,,,,
Q97143443,Migrationsdomstolen i Malmö,,,,,,,,
Q97143444,Migrationsdomstolen i Stockholm,,,,,,,,
Q4585222,Migrationsverket,,2026-02-07T04:32:45.986604+00:00,Migrationsverk,2023-10-30T08:45:10+00:00,,,,
Q1940803,Mittuniversitetet,,2026-02-07T04:32:45.986604+00:00,MittUni,2023-10-12T06:06:27+00:00,,,,
Q267030,Mjölby kommun,,,,,,,,
Q1274511,Moderna Museet,,2026-02-07T04:32:45.986604+00:00,modernamuseet,2023-10-12T08:51:36+00:00,,,,
Q504239,Mora kommun,,,,,,,,
Q10588915,Mora tingsrätt,,,,,,,,
Q508108,Motala kommun,,2026-02-07T04:32:45.986604+00:00,motalakommun,,,,,
Q505076,Mullsjö kommun,,,,,,,,
Q389040,Munkedals kommun,,2026-02-07T04:32:45.986604+00:00,munkedalskommun,2018-07-25T12:34:13+00:00,,,,
Q501494,Munkfors kommun,,,,,,,,
Q3430725,Myndigheten för civilt försvar,,2026-02-07T04:32:45.986604+00:00,MSBse,,,,,
Q18292430,Myndigheten för delaktighet,,2026-02-07T04:32:45.986604+00:00,mfdse,2021-08-20T12:25:09+00:00,,,,
Q56302089,Myndigheten för digital förvaltning,,2026-02-07T04:32:45.986604+00:00,DIGG_Sverige,2022-11-23T09:44:48+00:00,,,,
Q10591748,Myndigheten för familjerätt och föräldraskapsstöd,,,,,,,,
Q10591749,Myndigheten för kulturanalys,,,,,,,,
Q106052713,Myndigheten för psykologiskt försvar,,,,,,,,
Q10690203,Myndigheten för tillgängliga medier,,,,,,,,
Q10591753,Myndigheten för tillväxtpolitiska utvärderingar och analyser,,,,,,,,
Q116024923,Myndigheten för totalförsvarsanalys,,,,,,,,
Q10709560,Myndigheten för ungdoms- och civilsamhällesfrågor,,,,,,,,
Q10591754,Myndigheten för vård- och omsorgsanalys,,,,,,,,
Q10591756,Myndigheten för yrkeshögskolan,,,,,,,,
Q1546159,Mälardalens universitet,,2026-02-07T04:32:45.986604+00:00,malardalen_uni,protected,,,,
Q511270,Mölndals kommun,,,,,,,,
Q515250,Mönsterås kommun,,,,,,,,
Q514756,Mörbylånga kommun,,,,,,,,
Q946647,Nacka kommun,,2026-02-07T04:32:45.986604+00:00,Nacka_kommun,2022-11-15T15:41:37+00:00,,,,
Q10593934,Nacka tingsrätt,,,,,,,,
Q842858,Nationalmuseum,,2026-02-07T04:32:45.986604+00:00,natmus_swe,2019-12-18T08:41:57+00:00,,,,
Q1420103,Naturhistoriska riksmuseet,,2026-02-07T04:32:45.986604+00:00,naturhistoriska,2019-10-23T08:06:26+00:00,,,,
Q2976522,Naturvårdsverket,,2026-02-07T04:32:45.986604+00:00,Naturvardsverk,2024-10-01T11:47:04+00:00,,,,
Q285894,Nora kommun,,,,,,,,
Q37404,Norbergs kommun,,,,,,,,
Q514805,Nordanstigs kommun,,,,,,,,
Q384242,Nordiska Afrikainstitutet,,2026-02-07T04:32:45.986604+00:00,NordicAfrica,2024-11-19T15:30:12+00:00,,,,
Q514722,Nordmalings kommun,,2026-02-07T04:32:45.986604+00:00,Nordmaling,2019-10-31T11:30:51+00:00,,,,
Q504676,Norrköpings kommun,,2026-02-07T04:32:45.986604+00:00,NorrkopingSe,2023-06-29T06:49:21+00:00,,,,
Q10602829,Norrköpings tingsrätt,,,,,,,,
Q214048,Norrtälje kommun,,2026-02-07T04:32:45.986604+00:00,Norrtalje,closed,,,,
Q10602970,Norrtälje tingsrätt,,,,,,,,
Q507644,Norsjö kommun,,2026-02-07T04:32:45.986604+00:00,Norsjo,2019-05-08T08:52:50+00:00,,,,
Q10603347,Notarienämnden,,,,,,,,
Q515318,Nybro kommun,,,,,,,,
Q499460,Nykvarns kommun,,2026-02-07T04:32:45.986604+00:00,Nykvarns_kommun,closed,,,,
Q500267,Nyköpings kommun,,2026-02-07T04:32:45.986604+00:00,nykopingskommun,,,,,
Q10604763,Nyköpings tingsrätt,,,,,,,,
Q505090,Nynäshamns kommun,,,,,,,,
Q10605067,Nämnden för hemslöjdsfrågor,,,,,,,,
Q113973765,Nämnden för lön till riksdagens ombudsmän och riksrevisorn,,,,,,,,
Q101113144,Nämnden för prövning av oredlighet i forskning,,,,,,,,
Q60970919,Nämnden för prövning av statsråds och statssekreterares övergångsrestriktioner,,,,,,,,
Q10605071,Nämnden för styrelserepresentationsfrågor,,,,,,,,
Q10605072,Nämnden mot diskriminering,,,,,,,,
Q505096,Nässjö kommun,,2026-02-07T04:32:45.986604+00:00,nassjokommun,closed,,,,
Q505109,Ockelbo kommun,,,,,,,,
Q10609173,Oljekrisnämnden,,,,,,,,
Q504257,Olofströms kommun,,,,,,,,
Q504630,Orsa kommun,,2026-02-07T04:32:45.986604+00:00,Orsa_Kommun,,,,,
Q338752,Orusts kommun,,2026-02-07T04:32:45.986604+00:00,orustkommun,closed,,,,
Q504594,Osby kommun,,2026-02-07T04:32:45.986604+00:00,Osbykommun,closed,,,,
Q505006,Oskarshamns kommun,,,,,,,,
Q505085,Ovanåkers kommun,,,,,,,,
Q505246,Oxelösunds kommun,,,,,,,,
Q186230,Pajala kommun,,,,,,,,
Q19978365,Partibidragsnämnden,,,,,,,,
Q125222,Partille kommun,,2026-02-07T04:32:45.986604+00:00,partillekommun,2021-04-29T06:46:13+00:00,,,,
Q10621662,Patent- och registreringsverket,,2026-02-07T04:32:45.986604+00:00,prv_se,2022-09-29T07:48:00+00:00,,,,
Q80207128,Patentombudsnämnden,,,,,,,,
Q10623228,Pensionsmyndigheten,,2026-02-07T04:32:45.986604+00:00,pensionsmynd,2024-04-11T04:40:37+00:00,,,,
Q504249,Perstorps kommun,,2026-02-07T04:32:45.986604+00:00,perstorpskommun,2024-11-18T11:15:53+00:00,,,,
Q507656,Piteå kommun,,2026-02-07T04:32:45.986604+00:00,Pitea_se,closed,,,,
Q3371373,Plikt- och prövningsverket,,2026-02-07T04:32:45.986604+00:00,pliktverket,closed,,,,
Q10635976,Polarforskningssekretariatet,,2026-02-07T04:32:45.986604+00:00,polarforskning,2026-01-13T07:59:46+00:00,,,,
Q11995938,Polismyndigheten,,2026-02-07T04:32:45.986604+00:00,polisen_sverige,2026-02-06T11:43:15+00:00,,,,
Q7654818,Post- och telestyrelsen,,2026-02-07T04:32:45.986604+00:00,PTSse,2024-04-04T12:04:31+00:00,,,,
Q515342,Ragunda kommun,,,,,,,,
Q10650489,Regeringskansliet,,,,,,,,
Q3231208,Region Blekinge,,2026-02-07T04:32:45.986604+00:00,regionblekinge,2022-04-06T07:04:40+00:00,,,,
Q3231325,Region Dalarna,,2026-02-07T04:32:45.986604+00:00,RegionDalarna,2022-12-02T14:32:12+00:00,,,,
Q374794,Region Gotland,,,,,,,,
Q3231382,Region Gävleborg,,2026-02-07T04:32:45.986604+00:00,Regiongavleborg,2023-06-01T11:39:49+00:00,,,,
Q3232501,Region Halland,,2026-02-07T04:32:45.986604+00:00,regionhalland,2018-10-16T13:14:03+00:00,,,,
Q11285861,Region Jämtland Härjedalen,,2026-02-07T04:32:45.986604+00:00,regionjh,2022-09-08T06:17:34+00:00,,,,
Q3231587,Region Jönköpings län,,2026-02-07T04:32:45.986604+00:00,regionjkpg,,,,,
Q3231675,Region Kalmar län,,2026-02-07T04:32:45.986604+00:00,RegionKalmarlan,2022-03-11T09:00:20+00:00,,,,
Q3232003,Region Kronoberg,,2026-02-07T04:32:45.986604+00:00,regionkronoberg,closed,,,,
Q3232292,Region Norrbotten,,2026-02-07T04:32:45.986604+00:00,norrbotten,2023-10-10T21:08:14+00:00,,,,
Q3232565,Region Skåne,,2026-02-07T04:32:45.986604+00:00,regionskane,closed,,,,
Q3233188,Region Stockholm,,2026-02-07T04:32:45.986604+00:00,regionstockholm,2023-06-07T14:30:47+00:00,,,,
Q3232072,Region Sörmland,,,,,,,,
Q3231752,Region Uppsala,,2026-02-07T04:32:45.986604+00:00,regionuppsala,,,,,
Q3231840,Region Värmland,,2026-02-07T04:32:45.986604+00:00,ltingvarmland,2018-03-21T10:19:44+00:00,,,,
Q3233375,Region Västerbotten,,2026-02-07T04:32:45.986604+00:00,RegionVbtn,2020-03-05T18:17:01+00:00,,,,
Q8100253,Region Västernorrland,,,,,,,,
Q3232214,Region Västmanland,,2026-02-07T04:32:45.986604+00:00,RegionVstm,2020-04-02T07:42:04+00:00,,,,
Q3233521,Region Örebro län,,2026-02-07T04:32:45.986604+00:00,regionorebrolan,2025-11-17T09:39:41+00:00,,,,
Q3231915,Region Östergötland,,2026-02-07T04:32:45.986604+00:00,regionost,2021-11-18T08:06:09+00:00,,,,
Q10651551,Revisorsinspektionen,,,,,,,,
Q631844,Riksantikvarieämbetet,,2026-02-07T04:32:45.986604+00:00,raa_se,2025-08-26T12:25:34+00:00,,,,
Q1724971,Riksarkivet,,,ra_sverige,closed,,,,
Q114442179,Riksdagens ansvarsnämnd,,,,,,,,
Q10655165,Riksdagens arvodesnämnd,,,,,,,,
Q4273480,Riksdagens överklagandenämnd,,,,,,,,
Q10655176,Riksdagsförvaltningen,,,,,,,,
Q3375451,Riksgälden,,2026-02-07T04:32:45.986604+00:00,Riksgalden,2023-07-07T10:00:59+00:00,,,,
Q7654775,Riksrevisionen,,2026-02-07T04:32:45.986604+00:00,Riksrevisionen,2024-11-21T07:00:01+00:00,,,,
Q80207132,Riksvärderingsnämnden,,,,,,,,
Q507670,Robertsfors kommun,,2026-02-07T04:32:45.986604+00:00,Robertsfors1,2014-06-26T19:44:52+00:00,,,,
Q515373,Ronneby kommun,,2026-02-07T04:32:45.986604+00:00,ronnebykommun,2018-03-13T15:12:40+00:00,,,,
Q1782920,Rymdstyrelsen,,2026-02-07T04:32:45.986604+00:00,rymdjobb,2024-06-20T12:34:33+00:00,,,,
Q10658525,Rättshjälpsmyndigheten,,,,,,,,
Q10658527,Rättshjälpsnämnden,,,,,,,,
Q10658535,Rättsmedicinalverket,,,,,,,,
Q504244,Rättviks kommun,,2026-02-07T04:32:45.986604+00:00,Rattviks_kommun,2019-05-10T08:28:46+00:00,,,,
Q10658655,Rådet för Europeiska socialfonden i Sverige,,,,,,,,
Q1472511,SCB,,2026-02-07T04:32:45.986604+00:00,SCB_nyheter,2024-12-16T14:17:29+00:00,,,,
Q37399,Sala kommun,,2026-02-07T04:32:45.986604+00:00,InfoSala,protected,,,,
Q516080,Salems kommun,,,,,,,,
Q10660879,Sameskolstyrelsen,,,,,,,,
Q2509723,Sametinget,,,,,,,,
Q149539,Sandvikens kommun,,2026-02-07T04:32:45.986604+00:00,sandvikenkommun,2024-09-24T07:22:05+00:00,,,,
Q1670860,Sida,,2026-02-07T04:32:45.986604+00:00,sida,2025-03-19T12:37:32+00:00,,,,
Q216915,Sigtuna kommun,,2026-02-07T04:32:45.986604+00:00,Sigtunakommun,2022-07-06T08:59:01+00:00,,,,
Q504626,Simrishamns kommun,,,,,,,,
Q10669278,Sjunde AP-fonden,,2026-02-07T04:32:45.986604+00:00,ap7se,2024-02-27T14:47:03+00:00,,,,
Q33075659,Sjätte AP-fonden,,,,,,,,
Q504601,Sjöbo kommun,,,,,,,,
Q2611680,Sjöfartsverket,,2026-02-07T04:32:45.986604+00:00,Sjofartsverket1,2023-08-09T11:06:44+00:00,,,,
Q499421,Skara kommun,,2026-02-07T04:32:45.986604+00:00,Skarakommun,2020-07-16T13:05:45+00:00,,,,
Q10669780,Skaraborgs tingsrätt,,,,,,,,
Q10669859,Skatterättsnämnden,,,,,,,,
Q836916,Skatteverket,,2026-02-07T04:32:45.986604+00:00,Skatteverket,2025-07-22T07:44:45+00:00,,,,
Q430780,Skellefteå kommun,,2026-02-07T04:32:45.986604+00:00,Skeakommun,closed,,,,
Q10670001,Skellefteå tingsrätt,,,,,,,,
Q10670160,Skiljenämnden i vissa trygghetsfrågor,,,,,,,,
Q37462,Skinnskattebergs kommun,,2026-02-07T04:32:45.986604+00:00,InfoSkbg,,,,,
Q10670401,Skogsstyrelsen,,2026-02-07T04:32:45.986604+00:00,Skogsstyrelsen,2025-12-16T13:36:16+00:00,,,,
Q31885102,Skolforskningsinstitutet,,2026-02-07T04:32:45.986604+00:00,skolfi,2024-07-01T14:24:19+00:00,,,,
Q2292839,Skolverket,,2026-02-07T04:32:45.986604+00:00,Skolverket,2023-11-14T10:04:14+00:00,,,,
Q10670482,Skolväsendets överklagandenämnd,,,,,,,,
Q515266,Skurups kommun,,,,,,,,
Q501452,Skövde kommun,,2026-02-07T04:32:45.986604+00:00,Skovdekommun,2023-04-26T06:54:55+00:00,,,,
Q505046,Smedjebackens kommun,,2026-02-07T04:32:45.986604+00:00,Smedjebackenkom,2017-08-25T07:40:12+00:00,,,,
Q2611987,Socialdepartementet,,2026-02-07T04:32:45.986604+00:00,socialdep,2026-02-06T07:40:56+00:00,,,,
Q6971056,Socialstyrelsen,,2026-02-07T04:32:45.986604+00:00,socialstyrelsen,2022-11-30T09:31:43+00:00,,,,
Q221990,Sollefteå kommun,,,,,,,,
Q503746,Sollentuna kommun,,2026-02-07T04:32:45.986604+00:00,Sollentunakom,2022-02-17T09:25:36+00:00,,,,
Q109010,Solna kommun,,2026-02-07T04:32:45.986604+00:00,solnastad,2021-01-12T12:12:19+00:00,,,,
Q10673315,Solna tingsrätt,,,,,,,,
Q501463,Sorsele kommun,,,,,,,,
Q501420,Sotenäs kommun,,,,,,,,
Q10674565,Specialpedagogiska skolmyndigheten,,,,,,,,
Q10569896,Spelinspektionen,,2026-02-07T04:32:45.986604+00:00,lagligtspel,2026-02-06T09:07:06+00:00,,,,
Q504609,Staffanstorps kommun,,2026-02-07T04:32:45.986604+00:00,staffanstorp,closed,,,,
Q10677662,Statens ansvarsnämnd,,,,,,,,
Q10677666,Statens beredning för medicinsk och social utvärdering,,,,,,,,
Q909090,Statens fastighetsverk,,,,,,,,
Q10677678,Statens geotekniska institut,,2026-02-07T04:32:45.986604+00:00,geotekniska,2024-07-03T08:32:36+00:00,,,,
Q3359282,Statens haverikommission,,,,,,,,
Q2324548,Statens historiska museer,,2026-02-07T04:32:45.986604+00:00,shm_swe,2023-02-20T13:32:52+00:00,,,,
Q10677682,Statens inspektion för försvarsunderrättelseverksamheten,,,,,,,,
Q10677686,Statens institutionsstyrelse,,,,,,,,
Q7654606,Statens jordbruksverk,,,,,,,,
Q10677691,Statens kulturråd,,2026-02-07T04:32:45.986604+00:00,Kulturrdet,2023-02-07T07:05:29+00:00,,,,
Q10677695,"Statens museer för maritim, transport- och försvarshistoria",,,,,,,,
Q10677698,Statens museer för världskultur,,,,,,,,
Q10677700,Statens musikverk,,2026-02-07T04:32:45.986604+00:00,Musikverket,2019-05-07T06:22:21+00:00,,,,
Q10677702,Statens nämnd för arbetstagares uppfinningar,,,,,,,,
Q10677716,Statens servicecenter,,2026-02-07T04:32:45.986604+00:00,Statensservice,2023-06-14T09:26:24+00:00,,,,
Q10677718,Statens skaderegleringsnämnd,,,,,,,,
Q10677721,Statens skolinspektion,,2026-02-07T04:32:45.986604+00:00,skolinspektion,2023-09-18T12:22:25+00:00,,,,
Q80207140,Statens tjänstepensions- och grupplivnämnd,,,,,,,,
Q10677726,Statens tjänstepensionsverk,,,,,,,,
Q10677733,Statens veterinärmedicinska anstalt,,2026-02-07T04:32:45.986604+00:00,SVAexpertmyndig,closed,,,,
Q3563936,Statens väg- och transportforskningsinstitut,,2026-02-07T04:32:45.986604+00:00,vtisweden,2025-01-17T12:04:07+00:00,,,,
Q10677737,Statens överklagandenämnd,,,,,,,,
Q7654780,Statskontoret,,,ekonomistyrning,closed,,,,
Q10677817,Statsrådsarvodesnämnden,,,,,,,,
Q511438,Stenungsunds kommun,,2026-02-07T04:32:45.986604+00:00,stenungsunds,,,,,
Q506250,Stockholms kommun,,2026-02-07T04:32:45.986604+00:00,Stockholmsstad,2022-09-16T11:49:36+00:00,,,,
Q15295883,Stockholms konstnärliga högskola,,,,,,,,
Q10680671,Stockholms tingsrätt,,,,,,,,
Q221645,Stockholms universitet,,2026-02-07T04:32:45.986604+00:00,stockholms_univ,2025-02-06T06:03:38+00:00,,,,
Q505936,Storfors kommun,,2026-02-07T04:32:45.986604+00:00,Storforskommun,closed,,,,
Q499415,Storumans kommun,,2026-02-07T04:32:45.986604+00:00,Storumanskommun,,,,,
Q501532,Strängnäs kommun,,2026-02-07T04:32:45.986604+00:00,strangnaskommun,2018-02-09T16:45:15+00:00,,,,
Q198678,Strålsäkerhetsmyndigheten,,2026-02-07T04:32:45.986604+00:00,SSM_Nyheter,2024-10-09T07:18:10+00:00,,,,
Q501424,Strömstads kommun,,,,,,,,
Q514770,Strömsunds kommun,,,,,,,,
Q7395171,Styrelsen för ackreditering och teknisk kontroll,,,,,,,,
Q80207143,Styrelsen för samefonden,,,,,,,,
Q972564,Sundbybergs kommun,,,,,,,,
Q504994,Sundsvalls kommun,,,,,,,,
Q10683855,Sundsvalls tingsrätt,,,,,,,,
Q501205,Sunne kommun,,2026-02-07T04:32:45.986604+00:00,sunne_kommun,closed,,,,
Q34078,Surahammars kommun,,,,,,,,
Q504227,Svalövs kommun,,2026-02-07T04:32:45.986604+00:00,SvalovsKommun,,,,,
Q731427,Svea hovrätt,,2026-02-07T04:32:45.986604+00:00,Sveahovratt,closed,,,,
Q515706,Svedala kommun,,,,,,,,
Q501487,Svenljunga kommun,,2026-02-07T04:32:45.986604+00:00,Svenljungakom,2018-12-01T10:26:41+00:00,,,,
Q80207145,Svenska Fao-kommittén,,,,,,,,
Q80207104,Svenska Ilo-kommittén,,,,,,,,
Q1757535,Svenska institutet,,2026-02-07T04:32:45.986604+00:00,SweInstitute,2024-05-08T11:33:47+00:00,,,,
Q10685405,Svenska institutet för Europapolitiska studier,,2026-02-07T04:32:45.986604+00:00,SIEPS_Sweden,2026-02-06T09:39:41+00:00,,,,
Q942801,Svenska kraftnät,,2026-02-07T04:32:45.986604+00:00,svenskakraftnat,2024-12-19T11:16:03+00:00,,,,
Q10685886,Sveriges EU-representation,,2026-02-07T04:32:45.986604+00:00,SwedeninEU,2026-02-06T09:54:42+00:00,,,,
Q117532422,Sveriges FN-representation,,2026-02-07T04:32:45.986604+00:00,SwedenUN,2026-02-05T22:02:55+00:00,,,,
Q126203670,Sveriges Generalkonsulat Jerusalem,,,,,,,,
Q108058370,Sveriges Generalkonsulat Mariehamn,,,,,,,,
Q108058371,Sveriges Generalkonsulat Mumbai,,2026-02-07T04:32:45.986604+00:00,swedeninmumbai,2026-01-29T11:41:27+00:00,,,,
Q108058375,Sveriges Generalkonsulat Shanghai,,,,,,,,
Q18333491,Sveriges ambassad i Abu Dhabi,,,,,,,,
Q18333492,Sveriges ambassad i Abuja,,2026-02-07T04:32:45.986604+00:00,SwedeninNigeria,2026-02-06T08:28:29+00:00,,,,
Q10685995,Sveriges ambassad i Addis Abeba,,2026-02-07T04:32:45.986604+00:00,sweinEthiopia,2026-02-06T10:56:55+00:00,,,,
Q18333494,Sveriges ambassad i Alger,,2026-02-07T04:32:45.986604+00:00,SwedeninDZ,2020-07-14T09:57:36+00:00,,,,
Q15734586,Sveriges ambassad i Amman,,2026-02-07T04:32:45.986604+00:00,SwedeninJO,2026-02-06T16:40:32+00:00,,,,
Q18333495,Sveriges ambassad i Ankara,,,,,,,,
Q18333498,Sveriges ambassad i Astana,,,,,,,,
Q5369872,Sveriges ambassad i Aten,,2026-02-07T04:32:45.986604+00:00,SwedeninGR,2026-02-06T10:30:05+00:00,,,,
Q10685997,Sveriges ambassad i Bagdad,,2026-02-07T04:32:45.986604+00:00,swedeniniq,2024-01-17T09:14:57+00:00,,,,
Q18333497,Sveriges ambassad i Baku,,,,,,,,
Q18333500,Sveriges ambassad i Bamako,,,,,,,,
Q5369873,Sveriges ambassad i Bangkok,,2026-02-07T04:32:45.986604+00:00,SwedeninTH,2026-02-07T04:35:57+00:00,,,,
Q18333501,Sveriges ambassad i Beirut,,,,,,,,
Q18449201,Sveriges ambassad i Belgrad,,2026-02-07T04:32:45.986604+00:00,sweden_belgrade,closed,,,,
Q1428725,Sveriges ambassad i Berlin,,2026-02-07T04:32:45.986604+00:00,Swebotschaft,2026-02-06T14:31:01+00:00,,,,
Q17049339,Sveriges ambassad i Bern,,2026-02-07T04:32:45.986604+00:00,swedeninch,2026-02-03T21:06:41+00:00,,,,
Q10685998,Sveriges ambassad i Bogotá,,2026-02-07T04:32:45.986604+00:00,SwedeninCOL,2026-02-06T15:09:55+00:00,,,,
Q10685999,Sveriges ambassad i Brasília,,2026-02-07T04:32:45.986604+00:00,swedeninbr,2026-02-04T19:05:28+00:00,,,,
Q10686001,Sveriges ambassad i Budapest,,2026-02-07T04:32:45.986604+00:00,SwedeninHU,2024-01-26T18:32:01+00:00,,,,
Q10686002,Sveriges ambassad i Buenos Aires,,2026-02-07T04:32:45.986604+00:00,SwedeninAR,closed,,,,
Q18333503,Sveriges ambassad i Bukarest,,2026-02-07T04:32:45.986604+00:00,SwedeninRO,2019-06-06T09:43:58+00:00,,,,
Q10686003,Sveriges ambassad i Canberra,,2026-02-07T04:32:45.986604+00:00,SwedeninOZ,2026-02-05T22:33:40+00:00,,,,
Q17643006,Sveriges ambassad i Chișinău,,,,,,,,
Q18333508,Sveriges ambassad i Damaskus,,,,,,,,
Q18333509,Sveriges ambassad i Dar es-Salaam,,2026-02-07T04:32:45.986604+00:00,swedenintz,2026-02-06T08:40:13+00:00,,,,
Q18449202,Sveriges ambassad i Dhaka,,2026-02-07T04:32:45.986604+00:00,SwedeninBD,2026-02-03T05:46:22+00:00,,,,
Q18333511,Sveriges ambassad i Doha,,,,,,,,
Q18333514,Sveriges ambassad i Guatemala City,,,,,,,,
Q17642365,Sveriges ambassad i Haag,,,,,,,,
Q10686004,Sveriges ambassad i Hanoi,,2026-02-07T04:32:45.986604+00:00,SwedeninVN,closed,,,,
Q18333516,Sveriges ambassad i Harare,,,,,,,,
Q10686005,Sveriges ambassad i Havanna,,,,,,,,
Q2841849,Sveriges ambassad i Helsingfors,,2026-02-07T04:32:45.986604+00:00,SveAmbFI,2025-08-29T11:44:44+00:00,,,,
Q18449207,Sveriges ambassad i Islamabad,,,,,,,,
Q18333518,Sveriges ambassad i Jakarta,,2026-02-07T04:32:45.986604+00:00,SwedenJakarta,closed,,,,
Q18333519,Sveriges ambassad i Jerevan,,2026-02-07T04:32:45.986604+00:00,SwedeninArmenia,2025-08-08T21:50:29+00:00,,,,
Q10686007,Sveriges ambassad i Kabul,,2026-02-07T04:32:45.986604+00:00,swedeninaf,closed,,,,
Q10686008,Sveriges ambassad i Kairo,,2026-02-07T04:32:45.986604+00:00,SwedeninEgypt,2026-02-05T15:00:30+00:00,,,,
Q10686009,Sveriges ambassad i Kampala,,2026-02-07T04:32:45.986604+00:00,SwedeninUG,2026-02-06T07:00:00+00:00,,,,
Q18449209,Sveriges ambassad i Khartoum,,,,,,,,
Q1592140,Sveriges ambassad i Kiev,,2026-02-07T04:32:45.986604+00:00,SwedeninUA,2026-02-06T15:49:27+00:00,,,,
Q18333521,Sveriges ambassad i Kigali,,2026-02-07T04:32:45.986604+00:00,SwedeninRW,2026-01-15T20:17:17+00:00,,,,
Q18333523,Sveriges ambassad i Kinshasa,,2026-02-07T04:32:45.986604+00:00,SwedeninDRCongo,2026-02-06T14:45:41+00:00,,,,
Q18449210,Sveriges ambassad i Kuala Lumpur,,2026-02-07T04:32:45.986604+00:00,SwedeninMY,2025-10-15T11:35:17+00:00,,,,
Q10686010,Sveriges ambassad i Köpenhamn,,,,,,,,
Q10686011,Sveriges ambassad i La Paz,,2026-02-07T04:32:45.986604+00:00,swedeninlapaz,closed,,,,
Q18333524,Sveriges ambassad i Lissabon,,2026-02-07T04:32:45.986604+00:00,SwedeninPT,2026-01-18T19:33:57+00:00,,,,
Q16891010,Sveriges ambassad i London,,2026-02-07T04:32:45.986604+00:00,swedeninuk,closed,,,,
Q18333527,Sveriges ambassad i Lusaka,,2026-02-07T04:32:45.986604+00:00,SwedeninZM,2025-12-10T08:17:23+00:00,,,,
Q10686012,Sveriges ambassad i Madrid,,2026-02-07T04:32:45.986604+00:00,EmbajadorSuecia,2026-01-19T13:49:35+00:00,,,,
Q10686014,Sveriges ambassad i Manila,,,,,,,,
Q18333526,Sveriges ambassad i Maputo,,2026-02-07T04:32:45.986604+00:00,SwedeninMZ,closed,,,,
Q5369875,Sveriges ambassad i Mexico City,,2026-02-07T04:32:45.986604+00:00,SwedeninMX,2026-01-27T14:16:23+00:00,,,,
Q10686015,Sveriges ambassad i Minsk,,,,,,,,
Q18333529,Sveriges ambassad i Monrovia,,,,,,,,
Q287484,Sveriges ambassad i Moskva,,2026-02-07T04:32:45.986604+00:00,SwedeninRU,2022-03-28T09:22:05+00:00,,,,
Q18333530,Sveriges ambassad i Nairobi,,,,,,,,
Q10686016,Sveriges ambassad i New Delhi,,2026-02-07T04:32:45.986604+00:00,SwedeninIndia,2026-02-04T07:56:13+00:00,,,,
Q10686017,Sveriges ambassad i Nicosia,,,,,,,,
Q3434606,Sveriges ambassad i Oslo,,2026-02-07T04:32:45.986604+00:00,SwedeninNO,closed,,,,
Q10686018,Sveriges ambassad i Ottawa,,2026-02-07T04:32:45.986604+00:00,SwedenInCAN,2026-02-06T14:01:18+00:00,,,,
Q18333532,Sveriges ambassad i Ouagadougou,,,,,,,,
Q2841853,Sveriges ambassad i Paris,,2026-02-07T04:32:45.986604+00:00,SuedeenFR,2026-02-06T10:58:26+00:00,,,,
Q10686019,Sveriges ambassad i Peking,,,,,,,,
Q5369876,Sveriges ambassad i Prag,,2026-02-07T04:32:45.986604+00:00,SwedeninCZ,2026-01-21T11:47:27+00:00,,,,
Q18333536,Sveriges ambassad i Pretoria,,,,,,,,
Q10686020,Sveriges ambassad i Pristina,,2026-02-07T04:32:45.986604+00:00,SwedeninKosovo,2024-12-13T12:15:35+00:00,,,,
Q10686021,Sveriges ambassad i Pyongyang,,2026-02-07T04:32:45.986604+00:00,swedendprk,2021-08-19T08:06:55+00:00,,,,
Q18333537,Sveriges ambassad i Rabat,,2026-02-07T04:32:45.986604+00:00,SwedeninMA,2023-02-28T15:17:33+00:00,,,,
Q18333539,Sveriges ambassad i Reykjavik,,,,,,,,
Q17642675,Sveriges ambassad i Riga,,2026-02-07T04:32:45.986604+00:00,SwedeninLV,2026-02-06T15:54:20+00:00,,,,
Q18333540,Sveriges ambassad i Riyadh,,,,,,,,
